Container,Batch Name,Number of Ballots
Provisional,ICC-Provisional - 4,10
Provisional,ICC-Provisional - 5,10
Provisional,ICC-Provisional - 6,10
Provisional,ICC-Provisional - 7,10
Provisional,ICC-Provisional - 8,10
Provisional,ICC-Provisional - 9,10
Provisional,ICC-Provisional - 10,10
Provisional,ICC-Provisional - 11,10
Provisional,ICC-Provisional - 12,10
Provisional,ICC-Provisional - 13,10
Provisional,ICC-Provisional - 14,10
Provisional,ICC-Provisional - 15,10
Provisional,ICC-Provisional - 16,10
Provisional,ICC-Provisional - 17,34
Provisional,ICC-Provisional - 18,2
Provisional,ICC-Provisional - 19,13
